what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.wst.internet.monitor.ui,1.0.304.v200805140145,org.eclipse.wst.internet.monitor.ui,1229436471769
stopped,bundle,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.ide,1229436471795
stopped,bundle,org.eclipse.epp.usagedata.ui,1.0.1.R200809220400,org.eclipse.epp.usagedata.ui,1229436471795
stopped,bundle,org.eclipse.ui.intro.universal,3.2.200.v20080508,org.eclipse.ui.intro.universal,1229436471795
stopped,bundle,org.eclipse.ui.intro,3.2.201.v20080702_34x,org.eclipse.ui.intro,1229436471795
stopped,bundle,org.eclipse.ui.views.properties.tabbed,3.4.1.M20080730-0800,org.eclipse.ui.views.properties.tabbed,1229436471795
stopped,bundle,org.eclipse.update.scheduler,3.2.100.v20080404,org.eclipse.update.scheduler,1229436471795
stopped,bundle,org.eclipse.update.ui,3.2.100.v20080318,org.eclipse.update.ui,1229436471795
stopped,bundle,org.eclipse.mylyn.commons.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.commons.ui,1229436471796
stopped,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.2.v200809031518,org.eclipse.wst.ws.service.policy.ui,1229436471796
stopped,bundle,org.eclipse.ui.forms,3.3.101.v20080708_34x,org.eclipse.ui.forms,1229436471796
stopped,bundle,org.eclipse.datatools.connectivity.oda.flatfile.ui,3.0.7.v200808130628,org.eclipse.datatools.connectivity.oda.flatfile.ui,1229436471796
stopped,bundle,org.eclipse.datatools.enablement.oda.ws.ui,1.1.1.v200808271112,org.eclipse.datatools.enablement.oda.ws.ui,1229436471796
stopped,bundle,org.eclipse.datatools.enablement.oda.xml.ui,1.1.1.v200808130628,org.eclipse.datatools.enablement.oda.xml.ui,1229436471796
stopped,bundle,org.eclipse.datatools.connectivity.oda.design.ui,3.0.7.v200808051050,org.eclipse.datatools.connectivity.oda.design.ui,1229436471796
stopped,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.1.1.v200808140022,org.eclipse.datatools.connectivity.sqm.core.ui,1229436471796
stopped,bundle,org.eclipse.datatools.enablement.postgresql.ui,1.0.0.v200806060334,org.eclipse.datatools.enablement.postgresql.ui,1229436471796
stopped,bundle,org.eclipse.datatools.connectivity.db.generic.ui,1.0.1.v200805152355,org.eclipse.datatools.connectivity.db.generic.ui,1229436471796
stopped,bundle,org.eclipse.datatools.enablement.ibm.db2.iseries.ui,1.0.0.v200805160737,org.eclipse.datatools.enablement.ibm.db2.iseries.ui,1229436471796
stopped,bundle,org.eclipse.datatools.enablement.ibm.db2.luw.ui,1.0.1.v200806260315,org.eclipse.datatools.enablement.ibm.db2.luw.ui,1229436471796
stopped,bundle,org.eclipse.datatools.enablement.ibm.db2.zseries.ui,1.0.0.v200805160737,org.eclipse.datatools.enablement.ibm.db2.zseries.ui,1229436471796
stopped,bundle,org.eclipse.datatools.enablement.ibm.informix.ui,1.0.1.v200806260315,org.eclipse.datatools.enablement.ibm.informix.ui,1229436471796
stopped,bundle,org.eclipse.datatools.enablement.msft.sqlserver.ui,1.0.1.v200808222228,org.eclipse.datatools.enablement.msft.sqlserver.ui,1229436471796
stopped,bundle,org.eclipse.datatools.enablement.mysql.ui,1.0.0.v200805152355,org.eclipse.datatools.enablement.mysql.ui,1229436471796
stopped,bundle,org.eclipse.datatools.enablement.oracle.ui,1.0.1.v200806260315,org.eclipse.datatools.enablement.oracle.ui,1229436471797
